t01,exxEng01AVG,StressEng01AVG,eyyEng01AVG,0,exxHencky01SOI,StressTrue01AVG,SR0Hencky1AVG,eyyHencky01AVG,t02,exxEng02AVG,StressEng02AVG,eyyEng02AVG,0,exxHencky02SOI,StressTrue02AVG,SR0Hencky2AVG,eyyHencky02AVG,t03,exxEng03AVG,StressEng03AVG,eyyEng03AVG,0,exxHencky03SOI,StressTrue03AVG,SR0Hencky3AVG,eyyHencky03AVG
126.8018,0.00773251276,8.49991667,-0.0031406009,0,126.8018,0.007719681,8.56564238,-1.15e-05,126.802,0.00764112921,8.47141667,-0.00320112631,0,126.802,0.00761979701,8.53614786,-4.4e-05,127.641,0.00773181627,8.46958333,-0.00304970349,0,127.641,0.00770248535,8.5350686,0.00011109
127.0038,0.00766974276,8.49766667,-0.0030782909,0,127.0038,0.007657031,8.56284158,-0.000185745,127.003,0.00762681921,8.47170833,-0.00326450631,0,127.003,0.00760791701,8.53632052,-2.35e-06,127.842,0.00779572627,8.46933333,-0.00309214349,0,127.842,0.00776521535,8.53535794,1.16e-05
127.2048,0.00765663276,8.497,-0.0030918409,0,127.2048,0.007644871,8.56205841,2.62e-05,127.205,0.00764176921,8.47341667,-0.00326818631,0,127.205,0.00761884701,8.53816856,5.09e-05,128.044,0.00773754627,8.46970833,-0.00310727349,0,128.044,0.00770716535,8.53524309,-0.000124248
127.4058,0.00768015276,8.49679167,-0.0030835609,0,127.4058,0.007667591,8.56204832,0.000154681,127.406,0.00764974921,8.473625,-0.00331094631,0,127.406,0.00762842701,8.53844611,-2.05e-05,128.245,0.00774524627,8.46995833,-0.00312737349,0,128.245,0.00771517535,8.53556025,-2.58e-05
127.6408,0.00772446276,8.4955,-0.0031421509,0,127.6408,0.007712351,8.56112317,-4.17e-06,127.607,0.00763189921,8.4725,-0.00327652631,0,127.607,0.00761060701,8.53716127,-7.34e-06,128.446,0.00772743627,8.47008333,-0.00305926349,0,128.446,0.00769679535,8.53553536,-4.12e-05
127.8088,0.00767953276,8.49458333,-0.0031189409,0,127.8088,0.007665921,8.55981776,-0.000208826,127.809,0.00764728921,8.473625,-0.00329952631,0,127.809,0.00762547701,8.53842526,-1.11e-05,128.648,0.00772834627,8.46995833,-0.00298031349,0,128.648,0.00769858535,8.5354171,5.33e-05
128.0098,0.00764558276,8.494,-0.0031415009,0,128.0098,0.007635271,8.55894158,-2.85e-05,127.976,0.00762889921,8.47404167,-0.00321696631,0,127.976,0.00760648701,8.53868928,-9.82e-08,128.849,0.00774914627,8.46954167,-0.00312335349,0,128.849,0.00771827535,8.53517338,8.54e-05
128.2118,0.00766725276,8.493125,-0.0030639209,0,128.2118,0.007654431,8.55824394,-3.74e-05,128.211,0.00764685921,8.47320833,-0.00328888631,0,128.211,0.00762542701,8.53800176,-6.01e-05,129.05,0.00776417627,8.46866667,-0.00312360349,0,129.05,0.00773295535,8.53441889,1.56e-05
128.4128,0.00763156276,8.49279167,-0.0031014709,0,128.4128,0.007620191,8.55760494,-2.51e-06,128.413,0.00759936921,8.47358333,-0.00333455631,0,128.413,0.00758029701,8.53797722,-6.75e-05,129.252,0.00775587627,8.4685,-0.00303514349,0,129.252,0.00772457535,8.53418064,-1.19e-05
128.6138,0.00766559276,8.49104167,-0.0032432209,0,128.6138,0.007653421,8.55613053,5.17e-05,128.58,0.00762224921,8.47120833,-0.00331062631,0,128.58,0.00760051701,8.53577799,7.12e-05,129.453,0.00775908627,8.46854167,-0.00310485349,0,129.453,0.00772819535,8.53424981,2.66e-06
128.8158,0.00765192276,8.49141667,-0.0031672809,0,128.8158,0.007641021,8.55639233,-4.48e-05,128.782,0.00762571921,8.472875,-0.00323378631,0,128.782,0.00760655701,8.53748677,8.84e-05,129.654,0.00775625627,8.46925,-0.00317523349,0,129.654,0.00772563535,8.53493967,-5.15e-05
129.0168,0.00764853276,8.49079167,-0.0031750109,0,129.0168,0.007635361,8.55573376,7.12e-05,128.983,0.00765409921,8.471625,-0.00328968631,0,128.983,0.00763612701,8.53646766,-6.89e-05,129.856,0.00773642627,8.4685,-0.00306463349,0,129.856,0.00770744535,8.53401593,-5.76e-05
129.2178,0.00768217276,8.49020833,-0.0031269309,0,129.2178,0.007669691,8.55543158,4.6e-05,129.184,0.00759908921,8.47095833,-0.00340635631,0,129.184,0.00757880701,8.5353299,-3.41e-05,130.057,0.00773321627,8.467875,-0.00312698349,0,130.057,0.00770245535,8.53335891,-2.98e-05
129.4198,0.00766829276,8.48920833,-0.0031468909,0,129.4198,0.007653871,8.55430607,-0.000129687,129.386,0.00764444921,8.47054167,-0.00332230631,0,129.386,0.00762240701,8.53529429,9.71e-05,130.258,0.00772536627,8.46775,-0.00317976349,0,130.258,0.00769541535,8.53316647,-6.86e-06
129.6208,0.00762932276,8.48845833,-0.0030772909,0,129.6208,0.007617461,8.55321952,-0.00012952,129.587,0.00763880921,8.46970833,-0.00323897631,0,129.587,0.00761789701,8.53440682,-6.41e-05,130.46,0.00773036627,8.466875,-0.00313296349,0,130.46,0.00769969535,8.53232704,5.82e-05
129.8218,0.00761277276,8.488,-0.0031608209,0,129.8218,0.007601721,8.55261722,2.53e-05,129.788,0.00761832921,8.46983333,-0.00326296631,0,129.788,0.00759658701,8.53435931,-1.1e-05,130.661,0.00774802627,8.46679167,-0.00311929349,0,130.661,0.00771886535,8.53239259,4.13e-05
130.0238,0.00763973276,8.48804167,-0.0031600009,0,130.0238,0.007627651,8.55288804,0.000102309,130.023,0.00763200921,8.46941667,-0.00330518631,0,130.023,0.00761309701,8.53405533,7.33e-05,130.862,0.00774649627,8.466375,-0.00306509349,0,130.862,0.00771632535,8.53195974,5.4e-05
130.2248,0.00765408276,8.48845833,-0.0030962409,0,130.2248,0.007642921,8.5534297,0.000102921,130.191,0.00764715921,8.469125,-0.00329060631,0,130.191,0.00762609701,8.53388975,0.000180843,131.064,0.00777000627,8.46775,-0.00309267349,0,131.064,0.00774060535,8.53354447,-1.58e-05
130.4258,0.00768062276,8.48758333,-0.0031467509,0,130.4258,0.007669091,8.55277326,-1.17e-05,130.393,0.00770369921,8.46895833,-0.00328585631,0,130.393,0.00767983701,8.53420064,-7.65e-05,131.265,0.00774054627,8.46804167,-0.00303789349,0,131.265,0.00770995535,8.53358894,-9.93e-05
130.6278,0.00765205276,8.48783333,-0.0030760509,0,130.6278,0.007638201,8.55278268,-0.000105772,130.627,0.00761322921,8.468625,-0.00326164631,0,130.627,0.00759273701,8.53309858,-0.000243205,131.466,0.00772992627,8.46808333,-0.00310191349,0,131.466,0.00770064535,8.53354099,3.38e-06
130.7948,0.00764150276,8.48741667,-0.0031201609,0,130.7948,0.007630041,8.55227328,1.89e-05,130.829,0.00759378921,8.46845833,-0.00330486631,0,130.829,0.00757375701,8.53276602,-0.000104894,131.667,0.00774098627,8.46804167,-0.00307982349,0,131.667,0.00771131535,8.53359266,0.00011806
130.9968,0.00765742276,8.48758333,-0.0031190509,0,130.9968,0.007645171,8.55257635,0.000102081,130.996,0.00757477921,8.4675,-0.00322298631,0,130.996,0.00755403701,8.53163944,0.000206607,131.869,0.00777891627,8.46720833,-0.00305050349,0,131.869,0.00774818535,8.53307404,-2.82e-06
131.1978,0.00768455276,8.48629167,-0.0031232009,0,131.1978,0.007671151,8.55150502,-0.000147576,131.198,0.00767309921,8.466875,-0.00330645631,0,131.198,0.00765002701,8.53184217,0.000154292,132.07,0.00774069627,8.46679167,-0.00310166349,0,132.07,0.00771017535,8.53233053,-1.42e-05
131.3988,0.00759884276,8.48625,-0.0031244409,0,131.3988,0.007585751,8.55073568,-8.99e-05,131.399,0.00763644921,8.467375,-0.00328507631,0,131.399,0.00761617701,8.53203568,7.45e-06,132.272,0.00777236627,8.46741667,-0.00311250349,0,132.272,0.00774248535,8.53322853,2.62e-05
131.6678,0.00764155276,8.484875,-0.0030651609,0,131.6678,0.007628921,8.54971262,0.000106613,131.6,0.00767137921,8.46654167,-0.00324524631,0,131.6,0.00765301701,8.53149172,4.78e-05,132.473,0.00775068627,8.46720833,-0.00306255349,0,132.473,0.00772073535,8.53283501,-5.65e-05
131.8018,0.00763941276,8.4855,-0.0030841509,0,131.8018,0.007628671,8.55032424,7.81e-06,131.802,0.00765677921,8.466625,-0.00319508631,0,131.802,0.00763541701,8.53145208,-5.43e-05,132.674,0.00775070627,8.46725,-0.00306073349,0,132.674,0.00771972535,8.53287717,-0.000157612
132.0028,0.00764358276,8.48516667,-0.0031552409,0,132.0028,0.007631541,8.55002374,9.85e-05,132.003,0.00765447921,8.46691667,-0.00337648631,0,132.003,0.00763116701,8.5317265,-5.78e-05,132.876,0.00768813627,8.4675,-0.00305869349,0,132.876,0.00765725535,8.53259929,-8.03e-05
132.2048,0.00768095276,8.48541667,-0.0030191909,0,132.2048,0.007668341,8.55059275,1.83e-05,132.204,0.00763307921,8.466375,-0.00324947631,0,132.204,0.00761216701,8.53099951,-2.31e-05,133.077,0.00771670627,8.46816667,-0.00310025349,0,133.077,0.00768741535,8.53351302,0.000137774
132.4058,0.00765221276,8.48641667,-0.0031816209,0,132.4058,0.007638931,8.55135653,-3.34e-05,132.406,0.00764215921,8.46616667,-0.00320959631,0,132.406,0.00762185701,8.53086646,2.95e-05,133.278,0.00774434627,8.46783333,-0.00309635349,0,133.278,0.00771274535,8.53341117,7.47e-05
132.6068,0.00766941276,8.48583333,-0.0031470109,0,132.6068,0.007654911,8.55091469,4.67e-05,132.607,0.00764813921,8.4665,-0.00326517631,0,132.607,0.00762405701,8.53125297,-0.000111809,133.479,0.00774892627,8.46770833,-0.00307136349,0,133.479,0.00771748535,8.53332398,-4.73e-05
132.8088,0.00766875276,8.48629167,-0.0031337809,0,132.8088,0.007657711,8.55137094,-5.8e-05,132.808,0.00759405921,8.468375,-0.00325782631,0,132.808,0.00757682701,8.53268434,-6.37e-06,133.681,0.00772360627,8.46779167,-0.00309210349,0,133.681,0.00769368535,8.53319356,6.05e-05
133.0098,0.00764227276,8.48645833,-0.0031102509,0,133.0098,0.007631551,8.55131416,-2.05e-05,133.01,0.00764327921,8.46670833,-0.00325406631,0,133.01,0.00762149701,8.53142175,2.45e-05,133.882,0.00777296627,8.46741667,-0.00297648349,0,133.882,0.00774183535,8.53323361,4.11e-05
133.2108,0.00766403276,8.48558333,-0.0030569809,0,133.2108,0.007649451,8.55061712,9.46e-05,133.211,0.00760676921,8.46633333,-0.00329677631,0,133.211,0.00758666701,8.53073478,-0.000123425,134.083,0.00774035627,8.4665,-0.00306910349,0,134.083,0.00771024535,8.53203373,-0.000414594
133.4128,0.00768210276,8.48575,-0.0030940609,0,133.4128,0.007669631,8.5509384,1.99e-05,133.412,0.00758990921,8.46604167,-0.00324188631,0,133.412,0.00757180701,8.53029815,5.67e-05,134.285,0.00760348627,8.46670833,-0.00319020349,0,134.285,0.00757488535,8.53108483,-0.00015441
133.6138,0.00766810276,8.485,-0.0031100309,0,133.6138,0.007657461,8.55006385,-4.7e-05,133.614,0.00763085921,8.46616667,-0.00328202631,0,133.614,0.00760949701,8.53077079,0.000159264,134.486,0.00767719627,8.46625,-0.00310395349,0,134.486,0.00764808535,8.53124706,0.00023354
133.8148,0.00766646276,8.48558333,-0.0031651309,0,133.8148,0.007650701,8.55063774,-0.000100928,133.815,0.00765633921,8.46470833,-0.00327865631,0,133.815,0.00763593701,8.52951701,5.53e-05,134.687,0.00769840627,8.4665,-0.00314888349,0,134.687,0.00766890535,8.53167856,9.27e-05
134.0168,0.00762896276,8.48504167,-0.0031532809,0,134.0168,0.007616831,8.54977373,3.21e-05,134.016,0.00765362921,8.465,-0.00319218631,0,134.016,0.00763176701,8.52978797,-2.34e-05,134.889,0.00771560627,8.46554167,-0.00313432349,0,134.889,0.00768538535,8.53085845,-0.000225511
134.2178,0.00767739276,8.48445833,-0.0030576909,0,134.2178,0.007663611,8.54959685,5.83e-05,134.184,0.00764543921,8.46504167,-0.00327444631,0,134.184,0.00762730701,8.52976063,-2.58e-05,135.09,0.00760755627,8.46541667,-0.00326562349,0,135.09,0.00757809535,8.5298178,-0.00024059
134.4188,0.00765273276,8.48370833,-0.0031499009,0,134.4188,0.007640321,8.54863189,-9.84e-05,134.385,0.00764024921,8.46683333,-0.00333099631,0,134.385,0.00762224701,8.53152205,-6.06e-05,135.291,0.00761723627,8.46366667,-0.00322738349,0,135.291,0.00758852535,8.52813642,9.38e-05
134.6208,0.00763605276,8.48270833,-0.0031210709,0,134.6208,0.007623991,8.54748274,-1.38e-05,134.587,0.00762102921,8.46758333,-0.00323999631,0,134.587,0.00760291701,8.53211503,-8.36e-05,135.493,0.00764578627,8.46379167,-0.00295255349,0,135.493,0.00761586535,8.52850401,0.000506617
134.8218,0.00764813276,8.48183333,-0.0030763509,0,134.8218,0.007634761,8.54670352,4.36e-05,134.788,0.00760754921,8.467875,-0.00327666631,0,134.788,0.00758857701,8.53229478,-7.36e-06,135.694,0.00782269627,8.46191667,-0.00301990349,0,135.694,0.00779253535,8.52811167,0.00038895
135.0228,0.00765393276,8.48204167,-0.0031082109,0,135.0228,0.007641541,8.54696264,0.000121443,134.989,0.00762176921,8.46741667,-0.00332457631,0,134.989,0.00759994701,8.53195336,5.43e-05,135.895,0.00780301627,8.462,-0.00304485349,0,135.895,0.00777248535,8.52802912,-0.000392213
135.2248,0.00769583276,8.482125,-0.0031379709,0,135.2248,0.007683661,8.54740202,9.03e-05,135.191,0.00763105921,8.46654167,-0.00317910631,0,135.191,0.00761044701,8.53115035,2.12e-05,136.097,0.00766438627,8.46291667,-0.00328306349,0,136.097,0.00763463535,8.52777973,0.000355604
135.4258,0.00769050276,8.48183333,-0.0031501209,0,135.4258,0.007677921,8.5470629,-9.62e-05,135.392,0.00763086921,8.46591667,-0.00323240631,0,135.392,0.00760848701,8.53051897,-2.1e-05,136.298,0.00794878627,8.46220833,-0.00290082349,0,136.298,0.00791569535,8.52947262,0.00034971
135.6268,0.00765690276,8.481875,-0.0031609209,0,135.6268,0.007644931,8.54681989,-7.57e-05,135.593,0.00762233921,8.467125,-0.00327923631,0,135.593,0.00760200701,8.5316643,5.35e-06,136.499,0.00780630627,8.461625,-0.00276946349,0,136.499,0.00777546535,8.52767904,-0.000768809
135.8288,0.00766002276,8.482625,-0.0031000209,0,135.8288,0.007647441,8.5476021,-1.89e-05,135.795,0.00762863921,8.46683333,-0.00326438631,0,135.795,0.00761064701,8.53142375,-6.23e-06,136.701,0.00763543627,8.46070833,-0.00322756349,0,136.701,0.00760616535,8.52530953,0.000146702
136.0298,0.00764842276,8.4835,-0.0031618809,0,136.0298,0.007637331,8.54838539,8.53e-05,135.996,0.00762237921,8.46754167,-0.00333260631,0,135.996,0.00759948701,8.53208448,5.53e-05,136.902,0.00786542627,8.46033333,-0.00305471349,0,136.902,0.00783452535,8.52687746,0.000426172
136.2308,0.00769312276,8.48395833,-0.0031401609,0,136.2308,0.007681801,8.54922647,0.000116967,136.197,0.00765380921,8.468125,-0.00330793631,0,136.197,0.00763289701,8.53293841,3.92e-07,137.103,0.00780797627,8.45958333,-0.00319009349,0,137.103,0.00777778535,8.52563556,-0.000323164
136.4328,0.00769634276,8.48445833,-0.0030258009,0,136.4328,0.007684421,8.54975763,-0.000151679,136.399,0.00762107921,8.469125,-0.00333649631,0,136.399,0.00759964701,8.53366887,-0.000114862,137.305,0.00773343627,8.45875,-0.00291983349,0,137.305,0.00770438535,8.5241652,-0.000650409
136.5998,0.00763761276,8.48475,-0.0030444109,0,136.5998,0.007625821,8.54955323,4.07e-05,136.6,0.00761036921,8.4695,-0.00333358631,0,136.6,0.00758665701,8.53395602,1.39e-05,137.506,0.00754391627,8.45908333,-0.00317618349,0,137.506,0.00751593535,8.52289795,-0.000444067
136.8018,0.00770994276,8.48375,-0.0031547109,0,136.8018,0.007699451,8.54915923,3.2e-05,136.801,0.00762534921,8.47025,-0.00333726631,0,136.801,0.00760524701,8.53483861,1.23e-05,137.707,0.00755430627,8.458625,-0.00326071349,0,137.707,0.00752561535,8.52252404,0.00042208
137.0028,0.00764908276,8.48295833,-0.0031649609,0,137.0028,0.007638721,8.54784518,-8.26e-05,137.003,0.00761106921,8.46983333,-0.00322076631,0,137.003,0.00759160701,8.53429782,4.88e-05,137.909,0.00771692627,8.45820833,-0.00304368349,0,137.909,0.00768588535,8.5234797,0.000576391
137.2038,0.00767814276,8.48333333,-0.0031158609,0,137.2038,0.007666181,8.54846958,2.63e-05,137.238,0.00764723921,8.46933333,-0.00331190631,0,137.238,0.00762652701,8.53410035,7.73e-05,138.11,0.00778748627,8.45808333,-0.00301335349,0,138.11,0.00775772535,8.52395054,9.9e-05
137.4058,0.00766308276,8.4825,-0.0031381009,0,137.4058,0.007649331,8.5475021,-0.000135451,137.439,0.00764669921,8.4705,-0.00325777631,0,137.439,0.00762533701,8.53527137,-8.37e-05,138.311,0.00775721627,8.45758333,-0.00308048349,0,138.311,0.00772576535,8.52319064,-8.65e-05
137.6068,0.00762120276,8.48204167,-0.0030472109,0,137.6068,0.007611651,8.54668503,4.61e-05,137.607,0.00761892921,8.46995833,-0.00328002631,0,137.607,0.00759564701,8.53449035,3.68e-05,138.513,0.00775295627,8.4595,-0.00313987349,0,138.513,0.00772288535,8.52508613,-0.000203413
137.8078,0.00767673276,8.48245833,-0.0030346509,0,137.8078,0.007667881,8.5475759,0.000243019,137.808,0.00765616921,8.47004167,-0.00339215631,0,137.808,0.00763892701,8.53488974,-7.41e-05,138.714,0.00767298627,8.45933333,-0.00325160349,0,138.714,0.00764384535,8.52424168,-0.000393172
138.0098,0.00772186276,8.48216667,-0.0031868809,0,138.0098,0.007709511,8.54766479,-0.000286162,138.009,0.00758598921,8.47020833,-0.00326121631,0,138.009,0.00756581701,8.53446324,-9.99e-05,138.915,0.00759417627,8.45954167,-0.00311847349,0,138.915,0.00756455535,8.52378492,-0.000135276
138.2108,0.00756406276,8.48295833,-0.0031637209,0,138.2108,0.007552681,8.54712396,-0.000142346,138.211,0.00761715921,8.47095833,-0.00333088631,0,138.211,0.00759869701,8.53548297,0.000216222,139.117,0.00761926627,8.458625,-0.00311935349,0,139.117,0.00758938535,8.52307352,0.000362964
138.4118,0.00766480276,8.484375,-0.0031674509,0,138.4118,0.007652201,8.54940606,0.000165919,138.412,0.00767367921,8.47229167,-0.00325328631,0,138.412,0.00765289701,8.53730532,7.2e-05,139.318,0.00774070627,8.45883333,-0.00318541349,0,139.318,0.00771071535,8.52431068,0.000271959
138.6138,0.00763227276,8.48508333,-0.0031379709,0,138.6138,0.007619491,8.5498438,-8.69e-05,138.613,0.00764918921,8.47208333,-0.00322996631,0,138.613,0.00762769701,8.5368879,-5.1e-05,139.519,0.00772783627,8.45870833,-0.00321551349,0,139.519,0.00769890535,8.52407585,-4e-06
138.8148,0.00762862276,8.48716667,-0.0031091809,0,138.8148,0.007617201,8.55191206,-1.71e-06,138.815,0.00765387921,8.4725,-0.00330730631,0,138.815,0.00763235701,8.53734749,-0.000158898,139.721,0.00773971627,8.45829167,-0.00301833349,0,139.721,0.00770911535,8.52375644,0.00013756
139.0158,0.00762744276,8.48779167,-0.0030759309,0,139.0158,0.007618801,8.55253181,2.45e-05,139.016,0.00758495921,8.473,-0.00333877631,0,139.016,0.00756373701,8.53726736,-5.88e-05,139.922,0.00778488627,8.45779167,-0.00286246349,0,139.922,0.00775429535,8.52363461,6.35e-05
139.2168,0.00763905276,8.487625,-0.0031534709,0,139.2168,0.007627081,8.55246242,-1.29e-06,139.184,0.00763121921,8.47216667,-0.00334284631,0,139.184,0.00761066701,8.53681963,0.000176764,140.123,0.00776550627,8.45816667,-0.00294713349,0,140.123,0.00773466535,8.52384861,0.000108642
139.4188,0.00763009276,8.48816667,-0.0031333109,0,139.4188,0.007618281,8.55293217,6.29e-06,139.385,0.00764951921,8.47191667,-0.00327100631,0,139.385,0.00762897701,8.53672276,2.56e-05,140.325,0.00782955627,8.45729167,-0.00303910349,0,140.325,0.00779804535,8.52350851,0.00021517
139.6538,0.00764103276,8.488125,-0.0031890409,0,139.6538,0.007629821,8.55298304,2.64e-05,139.586,0.00764186921,8.47125,-0.00331351631,0,139.586,0.00762098701,8.53598618,-4.33e-05,140.526,0.00785291627,8.45720833,-0.00301752349,0,140.526,0.00782129535,8.52362208,-0.000138582
139.8208,0.00764100276,8.48883333,-0.0030834509,0,139.8208,0.007628921,8.55369653,5.06e-05,139.788,0.00762968921,8.47258333,-0.00333904631,0,139.788,0.00761154701,8.53722651,-4.32e-05,140.727,0.00777163627,8.45741667,-0.00294857349,0,140.727,0.00774224535,8.52314463,-0.000208069
140.0558,0.00766277276,8.49020833,-0.0031520009,0,140.0558,0.007650211,8.55526687,6.22e-06,139.989,0.00762399921,8.471,-0.00328198631,0,139.989,0.00760358701,8.5355829,5.23e-05,140.929,0.00776812627,8.45645833,-0.00297898349,0,140.929,0.00773750535,8.52214917,-0.000559758
140.2238,0.00764349276,8.491,-0.0031730409,0,140.2238,0.007631421,8.5559009,-4.62e-05,140.19,0.00765286921,8.47095833,-0.00330891631,0,140.19,0.00763261701,8.53578547,7.99e-06,141.13,0.00754496627,8.456375,-0.00325007349,0,141.13,0.00751683535,8.52017806,0.00012869
140.4258,0.00764663276,8.49183333,-0.0032449909,0,140.4258,0.007633161,8.55676726,6.96e-05,140.392,0.00762692921,8.46954167,-0.00331656631,0,140.392,0.00760680701,8.53413826,-4.45e-05,141.331,0.00781957627,8.45625,-0.00301976349,0,141.331,0.00778931535,8.52237429,0.000422289
140.6268,0.00767217276,8.49158333,-0.0031365709,0,140.6268,0.007659441,8.55673223,7.1e-05,140.593,0.00763448921,8.46908333,-0.00328963631,0,140.593,0.00761469701,8.53374046,-3.8e-05,141.533,0.00771755627,8.456125,-0.00300573349,0,141.533,0.00768685535,8.52138562,-0.000209059
140.8278,0.00767098276,8.49145833,-0.0032491909,0,140.8278,0.007661761,8.55659616,-3.21e-05,140.794,0.00761098921,8.46816667,-0.00328425631,0,140.794,0.00759152701,8.53261779,-6.87e-05,141.734,0.00773496627,8.45616667,-0.00313452349,0,141.734,0.00770512535,8.52157483,-0.000316456
141.0298,0.00765938276,8.49225,-0.0031310909,0,141.0298,0.007646531,8.55729539,-5.84e-05,140.996,0.00760841921,8.46683333,-0.00325361631,0,140.996,0.00758701701,8.53125255,8.14e-05,141.935,0.00758825627,8.456375,-0.00309065349,0,141.935,0.00755941535,8.52054414,4.75e-05
141.2308,0.00765268276,8.49220833,-0.0031755409,0,141.2308,0.007638261,8.55719651,0.000136342,141.197,0.00764682921,8.46633333,-0.00332146631,0,141.197,0.00762428701,8.53107394,0.000107046,142.136,0.00775492627,8.45704167,-0.00306984349,0,142.136,0.00772424535,8.5226254,0.00026314
141.4318,0.00771120276,8.49325,-0.0030348709,0,141.4318,0.007701421,8.55874317,7.16e-06,141.398,0.00765361921,8.46479167,-0.00330383631,0,141.398,0.00763010701,8.52957796,-3.71e-05,142.338,0.00769555627,8.45670833,-0.00313182349,0,142.338,0.00766537535,8.52178741,1.29e-05
141.6328,0.00765278276,8.49391667,-0.0030887109,0,141.6328,0.007641141,8.55891877,-0.000164829,141.6,0.00762835921,8.46504167,-0.00325957631,0,141.6,0.00760934701,8.52961605,8.27e-05,142.539,0.00775933627,8.45633333,-0.00314263349,0,142.539,0.00772944535,8.52194887,0.000101883
141.8008,0.00765445276,8.49433333,-0.0031803409,0,141.8008,0.007640581,8.55935281,-6.96e-05,141.834,0.00768751921,8.46370833,-0.00336429631,0,141.834,0.00766618701,8.52877325,0.000109397,142.74,0.00773607627,8.4575,-0.00309480349,0,142.74,0.00770639535,8.52292787,7.22e-05
142.0028,0.00762724276,8.49479167,-0.0031898309,0,142.0028,0.007615461,8.5595835,5.86e-05,142.002,0.00767369921,8.46370833,-0.00326950631,0,142.002,0.00765338701,8.52865629,-0.000135528,142.942,0.00779080627,8.45725,-0.00310924349,0,142.942,0.00775850535,8.5231388,4.9e-05
142.2038,0.00767913276,8.49541667,-0.0031669909,0,142.2038,0.007664181,8.5606541,0.000136465,142.204,0.00763920921,8.4625,-0.00333019631,0,142.204,0.00761616701,8.52714681,-5.17e-05,143.143,0.00775744627,8.45779167,-0.00308501349,0,143.143,0.00772611535,8.52340253,-3.31e-05
142.4048,0.00768241276,8.49458333,-0.0031913109,0,142.4048,0.007670391,8.55984223,2.81e-05,142.405,0.00765033921,8.461625,-0.00331005631,0,142.405,0.00763256701,8.5263593,-3.06e-05,143.345,0.00777653627,8.45791667,-0.00303423349,0,143.345,0.00774518535,8.52368996,-4.96e-05
142.6068,0.00768809276,8.49570833,-0.0031443709,0,142.6068,0.007675491,8.56102413,-0.000163535,142.606,0.00762590921,8.46195833,-0.00327628631,0,142.606,0.00760385701,8.52648846,9.6e-07,143.546,0.00773708627,8.45829167,-0.00306745349,0,143.546,0.00770614535,8.5237342,-0.000224544
142.8078,0.00761665276,8.49570833,-0.0031512609,0,142.8078,0.007604531,8.56041719,-7.69e-05,142.808,0.00765393921,8.46,-0.00332815631,0,142.808,0.00763295701,8.52475233,-6.9e-05,143.747,0.00768337627,8.45916667,-0.00315246349,0,143.747,0.00765478535,8.52416163,1.79e-05
143.0088,0.00765707276,8.496125,-0.0032078309,0,143.0088,0.007644521,8.56118045,4.02e-05,143.009,0.00759743921,8.460375,-0.00330043631,0,143.009,0.00757605701,8.52465218,1.05e-05,143.949,0.00774379627,8.45929167,-0.00313205349,0,143.949,0.00771335535,8.5247987,0.000254204
143.2108,0.00763245276,8.49558333,-0.0031874909,0,143.2108,0.007620741,8.56042547,4.11e-05,143.21,0.00765703921,8.45975,-0.00328846631,0,143.21,0.00763717701,8.52452664,0.00018303,144.15,0.00778746627,8.4585,-0.00307322349,0,144.15,0.00775714535,8.52437028,-2.33e-05
143.4118,0.00767404276,8.494875,-0.0031401909,0,143.4118,0.007661051,8.56006503,0.000130345,143.412,0.00767056921,8.45945833,-0.00327049631,0,143.412,0.00764976701,8.52434719,6.27e-05,144.351,0.00773385627,8.458625,-0.00310418349,0,144.351,0.00770397535,8.52404279,-0.000255925
143.6128,0.00768657276,8.49445833,-0.0030538509,0,143.6128,0.007673231,8.55975161,2.06e-06,143.613,0.00768556921,8.4595,-0.00326827631,0,143.613,0.00766243701,8.52451607,-1.3e-06,144.552,0.00768374627,8.45920833,-0.00325694349,0,144.552,0.00765411535,8.52420674,-1.4e-05
143.8138,0.00767369276,8.49391667,-0.0031768509,0,143.8138,0.007661881,8.55909637,-0.000163618,143.814,0.00767265921,8.46008333,-0.00337745631,0,143.814,0.00764924701,8.52499467,-1.07e-05,144.754,0.00772829627,8.45933333,-0.00311584349,0,144.754,0.00769833535,8.52470957,0.000263837
144.0158,0.00762397276,8.4925,-0.0031540809,0,144.0158,0.007607361,8.55724659,-0.000160969,144.015,0.00767591921,8.459375,-0.00326428631,0,144.015,0.00765812701,8.52430848,1.83e-05,144.955,0.00779093627,8.45866667,-0.00314221349,0,144.955,0.00776035535,8.5245676,0.000117895
144.2168,0.00761068276,8.49245833,-0.0031265309,0,144.2168,0.007597061,8.55709174,6.47e-05,144.183,0.00767445921,8.45991667,-0.00324435631,0,144.183,0.00765597701,8.52484195,-3.57e-05,145.156,0.00777654627,8.45820833,-0.00306270349,0,145.156,0.00774580535,8.52398398,-6.83e-05
144.4178,0.00764524276,8.49129167,-0.0032808109,0,144.4178,0.007633411,8.55620965,0.000100816,144.385,0.00766551921,8.45954167,-0.00323660631,0,144.385,0.00764494701,8.52438845,-0.000170307,145.358,0.00776258627,8.457875,-0.00313005349,0,145.358,0.00773285535,8.52352998,-2.57e-05
